名称,URL,速度(MB/s),分类
荆门新闻频道,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8,0.914,其它 SD（412条）
荆门科教文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8,0.942,其它
荥经综合,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8,0.722,其它
萬州科教頻道 (576p),http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8,0.747,其它
西安二套|澜露直播,http://xatv-yt.xiancity.cn/live/2/index.m3u8,0.981,其它
西安五套|澜露直播,http://xatv-yt.xiancity.cn/live/5/index.m3u8,0.979,其它
西安戏剧影视|澜露直播,https://xatv-yt.xiancity.cn/live/4/index.m3u8,0.742,其它
西安都市,http://112.46.105.20:8009/hls/29/index.m3u8,0.731,其它
西藏卫视,http://111.56.90.5/000000000000/5381760837640571168/index.m3u8,0.710,卫视 SD（632条）
警察与小偷-陈佩斯,https://vd3.bdstatic.com/mda-pd32a124bcz2nukd/576p/h264/1680572316372297141/mda-pd32a124bcz2nukd.mp4,0.968,其它
许艺娜 Ⅰ 如梦令,https://vdse.bdstatic.com/20e606730cb53b91bd4a4d2b0323e563.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2F105e954b546582862111230676e2cdc84b0144bf00447793daa377381b7ddb0f,0.762,其它
诗和远方-宋晓峰,https://vd3.bdstatic.com/mda-pime043vs9ggt0bz/sc/cae_h264/1695754038833020347/mda-pime043vs9ggt0bz.mp4,0.879,其它
豹妈当家(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/984cda8d35d544658fbd96b417bdea1f/1200.m3u8,0.836,其它
豹妈当家(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/33343249dabd4dcfaeb64da7ab7fe061/1200.m3u8,0.705,其它
财富天下,http://111.56.90.5/000000000000/5000000011000031208/index.m3u8,0.913,其它
贵州卫视,http://219.140.6.129:7777/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.747,卫视 SD（632条）
赵本删不删,http://live.nctv.top/douyu1.php?id=9837104,0.833,其它
超级电影,http://111.56.90.5/000000000000/1000000001000012884/index.m3u8,0.910,其它 SD（412条）
越剧梁山伯与祝英台-吴凤花陈飞,https://vd3.bdstatic.com/mda-jbdeddx8qhab666j/sc/mda-jbdeddx8qhab666j.mp4,0.730,其它
足球超级猎食者(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4d0dc6b22b8e48efa4a984ec990a4faf/1200.m3u8,0.968,其它
跳频道的下8A6E,https://i.uik.cc/view.php/76bc8f27068f76f69f00a699e5cf73d8.mp4,0.845,其它
辽宁卫视,http://120.211.62.180:8000/hls/37/index.m3u8,0.906,卫视 SD（632条）
辽宁卫视,http://112.99.195.122:65000/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.885,卫视 SD（632条）
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8,0.973,卫视 SD（632条）
辽宁卫视,http://36.136.38.87:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.872,卫视 SD（632条）
辽宁生活|澜露直播,http://39.152.103.17:8089/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1,0.710,其它
返乡-冯巩,https://vd3.bdstatic.com/mda-qe61hc8r07903h0y/hd/cae_h264/1715062959363359020/mda-qe61hc8r07903h0y.mp4,0.937,其它
这事你笨想-乔杉修睿,https://vd3.bdstatic.com/mda-nbkcjfstv36sfxz5/hd/cae_h264_nowatermark_delogo/1645434523665950104/mda-nbkcjfstv36sfxz5.mp4,0.881,其它
追逐的游戏,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/34459ad5d340461daab2f453d485833d/1200.m3u8,0.785,其它
送项链-郭冬临,https://vd3.bdstatic.com/mda-pmuax992ii5g9s9g/hd/cae_h264/1703838003789552403/mda-pmuax992ii5g9s9g.mp4,0.976,其它
都市里的丛林(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9f79dac568844de8813e682b280efb4f/1200.m3u8,0.723,其它
野性生存秘籍2,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b95862f403d5404f87114f6a651119e6/1200.m3u8,0.965,其它
野生白狮(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e405a3890d3497d80df5351ad30f169/1200.m3u8,0.927,其它
金鹰卡通,http://111.56.90.5/000000000000/5000000006000040024/index.m3u8,0.914,其它
金鹰卡通,http://shuangyashan.coccc.online:65000/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0,0.740,其它 SD（412条）
镇江新闻综合频道,http://cm-wshls.homecdn.com/live/2aa50.m3u8,0.944,其它 SD（412条）
长白朝语,http://hplayer1.juyun.tv:80/camera/11344136.m3u8,0.831,其它
长白朝鲜语综合,http://hplayer1.juyun.tv/camera/11344136.m3u8,0.849,其它
阜新教育|澜露直播,http://39.152.103.17:8089/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&down=1,0.877,其它
陈淑苹我的伤心谁人知,http://vd3.bdstatic.com/mda-ijjfe3s5z1iyvzgq/sc/mda-ijjfe3s5z1iyvzgq.mp4,0.941,其它
陈百潭初恋[848*480],http://vd4.bdstatic.com/mda-jk22i7yt5vyjbgwt//mda-jk22i7yt5vyjbgwt.mp4,0.707,其它
陕西卫视,http://36.136.38.87:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0,0.979,卫视 SD（632条）
陕西卫视,http://111.56.90.5/000000000000/5000000006000040017/index.m3u8,0.886,卫视 SD（632条）
陕西卫视,http://111.56.90.5/000000000000/5000000006000040017/1.m3u8,0.878,其它
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8,0.856,其它
险境求生的小河马(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5c22e195021d49b8bc5868147fdc3139/1200.m3u8,0.947,其它
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8,0.967,其它
青海卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=17,0.712,其它
靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56,0.828,其它
靖江新闻綜合 (480p) [Not 24/7],http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8,0.919,其它 SD（412条）
非洲野狗家族,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2e64ec647a314b74b27ebc7f6bb985f2/1200.m3u8,0.930,其它
韩国EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd,0.741,其它
韩国|EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8,0.743,其它
韩国|EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8,0.729,其它
韩国|EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8,0.731,其它
韩国|EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8,0.763,其它
韩国教育台,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8,0.826,其它
音乐520,https://vdse.bdstatic.com//7b2f1b020851df0037ed7b5013a8887d.mp4,0.916,其它
音乐Fans小琼,http://live.nctv.top/douyu1.php?id=8666210,0.806,其它
音乐Wu哥,http://live.nctv.top/douyu1.php?id=8667755,0.996,其它
饭局-崔大笨,https://vd3.bdstatic.com/mda-qath2i3w9zir4y0c/hd/cae_h264/1706449702568209513/mda-qath2i3w9zir4y0c.mp4,0.956,其它
马鞍山科教|澜露直播,https://live.masbcx.cn/fe60c7f6a746404590186208394ceb43/935bce782af148c18a8048eabb0d7afa.m3u8?auth_key=2334657804-859d6a4ae6094480b20ff635612cd14d-0-8151ea4280c5f6a71fad438456ffa6df,0.996,其它
驱魔道长,https://vip.ffzy-play7.com/20221112/3670_136b232e/index.m3u8,0.815,其它
鸡西新闻|澜露直播,https://masterpull.hljtv.com/live/uqFwlQDH.m3u8,0.727,其它 SD（412条）
黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8,0.807,其它
黑河新闻|澜露直播,https://rmplive.hljtv.com/live/heihe.m3u8,0.732,其它 SD（412条）
黑莓电影,http://111.56.90.5/000000000000/1000000004000019624/index.m3u8,0.926,其它 SD（412条）
黑龙江少儿|澜露直播,http://shuangyashan.coccc.online:65000/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0,0.913,其它
龍華洋片,http://iptv.4666888.xyz/iptv2A.php?id=60,0.922,其它
龙江综合|澜露直播,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8,0.849,其它
龙飘飘《往事》FHD,https://vdse.bdstatic.com//a28e362e15fa8c361219944bfb59b596.mp4,0.989,其它
🇮🇶伊拉克Dijlah TV,https://ghaasiflu.online/Dijlah/tracks-v1a1/playlist.m3u8,0.871,其它
🇳🇱荷兰Omrop Fryslân,https://d3pvma9xb2775h.cloudfront.net/live/omropfryslan/f8f68bd5/playlist.m3u8,0.885,其它
🔄美女展示8[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/qingchun/qingchun.php,0.850,其它
